date,description,Camp,geometry
2021-07-11,There is a homeless encampment at the parking lot in Tourmaline. The same RV'S and old FORD EXPLORER are living at the parking lot. they are smoking weed in front of children and drinking alcohol in front of the kids. They have threatened people from com,True,POINT (-117.261974 32.8051334)
2021-07-22,"Homeless sleeping in bushes every night. Leaving trash, drinking and using the bushes as a bathroom. Residential area either seniors and young college students. We no longer feel safe walking by this corner.",True,POINT (-117.06504717 32.7665633300001)
2021-07-11,Homeless encampment in parking lot of Pacific Beach Tennis Club. They are being verbally aggressive to the members and baseball families using the parking lot,True,POINT (-117.21915417 32.8007995610001)
2021-07-22,Homeless camp,True,POINT (-117.101394214 32.754335084)
2021-07-11,Large homeless camp,True,POINT (-117.162019573 32.7663327980001)
2021-07-14,Encampment between state and albatross street,True,POINT (-117.166695365 32.7261321400001)
2021-07-14,Multiple homeless people have been camping out at the end of 40th St and El Cajon Blvd for a few weeks.,True,POINT (-117.10947152 32.756054078)
2021-07-11,Homeless encampment with excrement everywhere,True,POINT (-117.162342752 32.766233216)
2021-07-11,"Homeless  buggy on the boardwalk and a vacant tent on the beach side of the boardwalk where the buggy loaded with stuff is. Trash, food and towels strung out on the top of the concrete  boardwalk wall. This has been there for at least 5 days. Please have",True,POINT (-117.252957548 32.7726638470001)
2021-07-22,Encampments and trash on both sides of 2nd Ave bridge between Cedar and Elm. Please relocate to shelter and clear mess.,True,POINT (-117.162927325 32.723109707)
2021-07-14,"Gary Haskins - abandoned tent setup, 602 individual left the property without taking her tent in front of private party.",True,POINT (-117.1485397 32.7104606)
2021-07-22,Usual camper. He can no longer camp at business entrance because a fence has been erected and is now camped next to it. Please relocate out of the neighborhood and remove trash and stuff.,True,POINT (-117.160252538 32.7256961850001)
2021-07-14,ENCAMPMENT FIRE /// RP IS SDFD /// NO CONTACT NEEDED.,True,POINT (-117.107972986 32.7497657060001)
2021-07-11,Encampment. Tent here every weekend when I use the park. There is zero enforcement.,True,POINT (-117.206226965 32.728811906)
2021-07-14,"Chronic encampment Lamont and Grand behind 7-11. People sleeping, defecating, urinating ,trashing. It is disgusting!!!",True,POINT (-117.23461571 32.799298326)
2021-07-11,"Large encampment community (12+ people - 3 separate encampments + ""restroom"" in the area) in the canyon on the Northwest corner of Talmadge (end of Lucille Drive). Flickering lights at night from portable cook tops.",True,POINT (-117.0950601 32.7702865000001)
2021-07-22,Homeless taking over the canyon again,True,POINT (-117.205812335 32.8088507190001)
2021-07-11,Encampment,True,POINT (-117.124400299 32.7537030870001)
2021-07-14,Encampment/This is the same individual who was here for over a week and was asked to move along early last week. That was reported with report #03406907.,True,POINT (-117.058071 32.766351087)
2021-07-22,ENCAMPMENT FIRE /// RP IS SDFD //// NO CONTACT NEEDED..,True,POINT (-117.156989206 32.7499093860001)
2021-07-14,Encampment being dropped off by van,True,POINT (-117.058083837 32.7666394510001)
2021-07-11,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. We have a LARGE number of people and makeshift tents. Requesting the assistance of the city and Sdpd.,True,POINT (-117.157467274 32.713681593)
2021-07-11,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.157152905 32.713657547)
2021-07-22,ENCAMPMENT FIRE /// RP IS SDFD //// NO CONTACT NEEDED..,True,POINT (-117.1392514 32.8364618)
2021-07-11,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.157031921 32.7147352)
2021-07-22,ENCAMPMENT FIRE /// RP IS SDFD //// NO CONTACT NEEDED..,True,POINT (-117.0939092 32.7241753000001)
2021-07-11,Encampment with fire hazard.,True,POINT (-117.0950601 32.7702865000001)
2021-07-22,ENCAMPMENT FIRE /// RP IS SDFD //// NO CONTACT NEEDED..,True,POINT (-117.0393859 32.5523786)
2021-07-14,Chronic encampments across from cycle visions and Presidio park grotto,True,POINT (-117.195792943 32.7593815770001)
2021-07-22,Homeless camp,True,POINT (-117.16557635 32.7333445470001)
2021-07-14,"Im the senior park ranger @ Balboa Park.  There is an active encampment south of the horseshoe club area. ""May"" a F/Caucasian  has 1 cat & 1 dog.  Coherent.",True,POINT (-117.158477716 32.7280538950001)
2021-07-11,Homeless,True,POINT (-117.205592611 32.757332757)
2021-07-11,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.156483506 32.7143813110001)
2021-07-22,"Homeless man camping in car, peeing outside in the streets/park, and watching children. He?s always in front of Teralta Park, on Orange st & central ave. He tarp?s up his car so you can?t see in, he parks himself constantly around the kids playing soccer",True,POINT (-117.108226 32.75312172)
2021-07-14,Encampment,True,POINT (-117.124298662 32.7536775340001)
2021-07-11,"Southeastern corner of the Pacific Beach Tennis Club parking lot. Aggressive homeless people in an encampment. Dirty, loud, appear to be abusing drugs and alcohol, yelling, shouting and appears to be growing. Many families and children attend the club fo",True,POINT (-117.2196205 32.8006817)
2021-07-22,Encampment,True,POINT (-117.165119871 32.7452166630001)
2021-07-14,Homeless/,True,POINT (-117.258850431 32.8086230060001)
2021-07-11,Encampment,True,POINT (-117.087310348 32.5845492060001)
2021-07-14,4 sided tent encampment/,True,POINT (-117.252557176 32.7505366830001)
2021-07-11,There is a woman living in a tent in these bushes on the north west corner of Olive Grive Park. She has been there for servers weeks. The SD Park and Rec Department are aware of this situation and have notified SDPD. The woman screams and cries out in th,True,POINT (-117.171014787 32.827175068)
2021-07-22,Encampment,True,POINT (-117.139523022 32.8984392840001)
2021-07-14,Homeless Encampment,True,POINT (-117.102392387 32.72613876)
2021-07-14,Homeless encampment,True,POINT (-117.103818436 32.724132793)
2021-07-11,The Paradise point area is being inundated with the homeless people many families with children on the weekends including a few church groups this is not acceptable please send the out reach people to try to persuade these people to leave the area and se,True,POINT (-117.23513173 32.772334814)
2021-07-22,"Large encampment blocking entire sidewalk, multiple people present with trash everywhere.",True,POINT (-117.250004159 32.797561283)
2021-07-11,Aggressive homeless encampment causing problems,True,POINT (-117.219410619 32.8010933460001)
2021-07-22,Encampment,True,POINT (-117.150300445 32.712165144)
2021-07-14,Homeless camp Santa Clara  pl,True,POINT (-117.250116728 32.7830963850001)
2021-07-22,Encampment of 6 people with their belongings taking up entire sidewalk.,True,POINT (-117.249978384 32.7973908820001)
2021-07-11,Multiperson encampment around a green van blocking sidewalk.   Right next to an elementary school and day care.,True,POINT (-117.0933601 32.7513875000001)
2021-07-14,Encampment under trolly line in drainage hole.,True,POINT (-117.23138686 32.8332800100001)
2021-07-11,Homeless camp 4504 Lucille drive canyon using portable stoves,True,POINT (-117.0953358 32.7705954)
2021-07-14,Camp with alot of stuff. It is active. In marian bear next to the 52 underpass behind revegatation site/,True,POINT (-117.2325161 32.8370579)
2021-07-22,"Encampment, unsafe access to business",True,POINT (-117.149845026 32.704333177)
2021-07-11,Canyon Homeless Encampment,True,POINT (-117.0953358 32.7705954)
2021-07-22,Illegal dump/encampment. Individual is Kim Arnold she's known for leaving her belongings in different areas and walking away. We are currently requesting the assistance of Sdpd in the city.,True,POINT (-117.16006383 32.709945)
2021-07-14,Encampment,True,POINT (-117.098657982 32.7905569540001)
2021-07-11,"The encampment is located adjacent to UCSD's Hillcrest Parking Lot on 4251-4261 Bachman Pl, San Diego, CA 92103. It is concealed by an old Christmas tree and recent overgrowth. Access to USCD's parking lot is needed to remove the encampment.",True,POINT (-117.162682004 32.754156607)
2021-07-22,"Same encampment corner of 17th street & Imperial Ave.. trash, drug use, combative people, very loud. They will move their belongings onto imperial ave when you clear them out and move right back as soon as you leave. Nuisance, please remove ASAP.",True,POINT (-117.148431427 32.706099834)
2021-07-22,The encampment is just south of the runway at Silent Electric Flyers of San Diego. It is in a clump of trees very close to the parking area and runway. Two of our members were attacked recently by a homeless person from this encampment. It was cleaned ou,True,POINT (-117.213773856 32.762568474)
2021-07-22,Homeless with tent has camped here over a week.,True,POINT (-117.170124455 32.7080327510001)
2021-07-22,Homeless encampment  open alcohol containers present,True,POINT (-117.060994197 32.7625503680001)
2021-07-11,Homeless encampment in right of way,True,POINT (-117.058478754 32.7661429400001)
2021-07-14,Homeless encampment,True,POINT (-117.24719167 32.76973667)
2021-07-14,Homeless Encampment/Tent behind our house,True,POINT (-117.142821136 32.763416433)
2021-07-14,Homeless tents on sidewalk,True,POINT (-117.148069739 32.7104593060001)
2021-07-22,Homeless encampment in clay park.  debris all over the ground.  Open alcohol containers .  Group has spent the night in the park  overnight camping is illegal,True,POINT (-117.060933948 32.7625646700001)
2021-07-14,Filthy and unsanitary sidewalks where homeless encampment was located,True,POINT (-117.149425261 32.710432224)
2021-07-11,"Neighbors are seeing what looks like small stove or camp fires in this encampment, a very dangerous situation as the canyon is very dry and VERY close to homes. If a fire started in this canyon it could easily reach residences!",True,POINT (-117.0950601 32.7702865000001)
2021-07-14,Actually there is a tent in the canyon behind our house on Panorama Drive.,True,POINT (-117.1426751 32.7632291)
2021-07-22,The encampment is located on the sidewalk on the south side of G Street between 10th Avenue and 11th Avenue.  They are camped in front of the empty building that was formerly a carpet store.  They have been camped there for almost 1-1/2 weeks.  They pack,True,POINT (-117.155306363 32.712514518)
2021-07-11,Tent in clay park  homeless encampment behind the playground,True,POINT (-117.060333803 32.7624931820001)
2021-07-14,Person camped in alley behind my garage.  I almost ran over his bicycle while backing out of garage.  alley is very narrow.,True,POINT (-117.0573189 32.765881)
2021-07-22,"Transients camping in alley side of listed apartment complex in parking strip, doing drugs and trashing the area. Thanks for looking into.",True,POINT (-117.102784328 32.75064491)
2021-07-11,"There are 15+ encampments in this area, on Sports Arena, stretching from Andersons Nursery to Big Lots where it meets up with Rosecrans.  We saw all sorts of activity, including drugs, money changing hands at a location that seemed to be a bike chop shop",True,POINT (-117.20315922 32.7501988280001)
2021-07-22,Homeless camp. Been there for a few days now.,True,POINT (-117.133852471 32.7522643400001)
2021-07-11,Large encampment using cooking fires in fire-prone canyon.,True,POINT (-117.095656283 32.770787732)
2021-07-14,Encampment,True,POINT (-117.251531696 32.7965039170001)
2021-07-11,"Drugs, bike thiefs and encampment",True,POINT (-117.219441543 32.801099203)
2021-07-22,The homeless are back again and  trespassing into our property,True,POINT (-117.094670225 32.749492796)
